Title,description,authors,image,previewLink,publisher,publishedDate,infoLink,categories,ratingsCount
"Lore of the Shinobi Warrior (Ninja, Vol. 5)","The oldest and most respected martial arts title in the industry, this popular monthly magazine addresses the needs of martial artists of all levels by providing them with information about every style of self-defense in the world - including techniques and strategies. In addition, Black Belt produces and markets over 75 martial arts-oriented books and videos including many about the works of Bruce Lee, the best-known marital arts figure in the world.",,http://books.google.com/books/content?id=bM8DAAAAMBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,"http://books.google.nl/books?id=bM8DAAAAMBAJ&pg=PP153&dq=Lore+of+the+Shinobi+Warrior+(Ninja,+Vol.+5)&hl=&cd=1&source=gbs_api",,2000-09,"http://books.google.nl/books?id=bM8DAAAAMBAJ&dq=Lore+of+the+Shinobi+Warrior+(Ninja,+Vol.+5)&hl=&source=gbs_api",,
The Sword in the Stone,"The extraordinary story of a boy called Wart – ignored by everyone except his tutor, Merlin – who goes on to become King Arthur.",['Terence Hanbury White'],http://books.google.com/books/content?id=VFHzk4WlCdAC&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.nl/books?id=VFHzk4WlCdAC&q=The+Sword+in+the+Stone&dq=The+Sword+in+the+Stone&hl=&cd=1&source=gbs_api,,1998,http://books.google.nl/books?id=VFHzk4WlCdAC&dq=The+Sword+in+the+Stone&hl=&source=gbs_api,['Arthurian romances'],
Space and illusion in the Japanese garden,Photographs highlight this study of the history and creation of the Japanese courtyard borrowed-landscape gardens,['Teiji Itō'],http://books.google.com/books/content?id=oGElAQAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.nl/books?id=oGElAQAAMAAJ&q=Space+and+illusion+in+the+Japanese+garden&dq=Space+and+illusion+in+the+Japanese+garden&hl=&cd=1&source=gbs_api,"Weatherhill, Incorporated",1973,http://books.google.nl/books?id=oGElAQAAMAAJ&dq=Space+and+illusion+in+the+Japanese+garden&hl=&source=gbs_api,['Gardening'],
Class Action,,,http://books.google.com/books/content?id=HTNGAQAAIAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.nl/books?id=HTNGAQAAIAAJ&q=Class+Action&dq=Class+Action&hl=&cd=1&source=gbs_api,,2007,http://books.google.nl/books?id=HTNGAQAAIAAJ&dq=Class+Action&hl=&source=gbs_api,['Class actions (Civil procedure)'],
"Hereward the Wake, 'Last of the English'",,['Charles Kingsley'],,"http://books.google.nl/books?id=goZwvgAACAAJ&dq=Hereward+the+Wake,+%27Last+of+the+English%27&hl=&cd=1&source=gbs_api",,1889,"http://books.google.nl/books?id=goZwvgAACAAJ&dq=Hereward+the+Wake,+%27Last+of+the+English%27&hl=&source=gbs_api",['Great Britain'],
The Samurai Strategy,,['Thomas Hoover'],,http://books.google.nl/books?id=zJpkAQAACAAJ&dq=The+Samurai+Strategy&hl=&cd=1&source=gbs_api,,2010,http://books.google.nl/books?id=zJpkAQAACAAJ&dq=The+Samurai+Strategy&hl=&source=gbs_api,,
Beat Up a Cookie: An Ellie Bernstein/Lt. Peter Miller Mystery,"Ellie Bernstein is still a fan of the TV series M*A*S*H. So are a lot of other people in Colorado Springs. In fact, years ago at a M*A*S*H bash to watch the show's finale, everyone came as their favorite character. Now, after having lost fifty-five pounds, Ellie sure looks a lot more like Hot Lips. But that claim to fame might be dangerous. There's a killer on the loose, and the show's look-alikes are being murdered. What twisted motive lies behind the killings? Ellie's dying to see the ending of this serial killer's saga... ""Bernstein is a wonderful heroine...now that she's gotten rid of her philandering husband and kept off those extra 55 pounds, she can revel in her job, her earthy affair with Lt. Peter Miller, and her search for the killer."" --Kirkus Reviews",['Denise Dietz'],http://books.google.com/books/content?id=onLOW_AyWDAC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.nl/books?id=onLOW_AyWDAC&printsec=frontcover&dq=Beat+Up+a+Cookie:+An+Ellie+Bernstein/Lt.+Peter+Miller+Mystery&hl=&cd=1&source=gbs_api,Wildside Press LLC,2009-04,http://books.google.nl/books?id=onLOW_AyWDAC&dq=Beat+Up+a+Cookie:+An+Ellie+Bernstein/Lt.+Peter+Miller+Mystery&hl=&source=gbs_api,['Detective and mystery stories'],
"Around the world single-handed: The cruise of the ""Islander""","Fascinating firsthand narrative recounts author's circumnavigation of the globe in 34-foot sailboat he built himself. Tropical islands, natives, exotic ports, storms, near-shipwreck, many other adventures. 61 photographs.",['Harry Pidgeon'],http://books.google.com/books/content?id=5EvJ78Lpoe4C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.nl/books?id=5EvJ78Lpoe4C&printsec=frontcover&dq=Around+the+world+single-handed:+The+cruise+of+the+%22Islander%22&hl=&cd=1&source=gbs_api,Courier Corporation,1989,http://books.google.nl/books?id=5EvJ78Lpoe4C&dq=Around+the+world+single-handed:+The+cruise+of+the+%22Islander%22&hl=&source=gbs_api,['Travel'],1.0
"Voltaire, Genius of Mockery",,['Victor Thaddeus'],,"http://books.google.nl/books?id=B8kVtAEACAAJ&dq=Voltaire,+Genius+of+Mockery&hl=&cd=1&source=gbs_api",,1928,"http://books.google.nl/books?id=B8kVtAEACAAJ&dq=Voltaire,+Genius+of+Mockery&hl=&source=gbs_api",,
The ages of the world (Columbia University studies in philosophy),,['Vincent A. McCarthy'],http://books.google.com/books/content?id=zY3HGzU4WSsC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.nl/books?id=zY3HGzU4WSsC&pg=PA234&dq=The+ages+of+the+world+(Columbia+University+studies+in+philosophy)&hl=&cd=1&source=gbs_api,Mercer University Press,1986,http://books.google.nl/books?id=zY3HGzU4WSsC&dq=The+ages+of+the+world+(Columbia+University+studies+in+philosophy)&hl=&source=gbs_api,['Religion'],1.0
"The Ever Changing Organization: Creating the Capacity for Continuous Change, Learning, and Improvement","If you are: overwhelmed by the amount of change and the difficulty in making it happen, finding failure - or limited success - with the implementation of changes, disappointed in the growth or financial performance of your organization, and are looking for a strategy for improving your organization's capacity for planned and proactive change, this book is for you. The world is continuing to change at a rapid pace, while most organizations are focused on maintaining stability and certainty. The price of this growing gap is the diversion of limited resources to reactive, fire-fighting behaviors and the inability to lead and be proactive. Allowing the gap to continue to grow is the formula for failure, this book gives you the formula for success. In The EverChanging Organization, the authors present a model of the EverChanging Organization(ECO). This is a systems model for understanding an organization's needed capacity for change in a range of change orientations from change averse to change seeking. The book includes diagnostic scales, tools for assessing need and status as an ECO, and a process for selecting and implementing change initiatives to achieve the needed capacity for change in timely and cost effective ways.",['Gerald R Pieters'],http://books.google.com/books/content?id=BRwuDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,"http://books.google.nl/books?id=BRwuDwAAQBAJ&printsec=frontcover&dq=The+Ever+Changing+Organization:+Creating+the+Capacity+for+Continuous+Change,+Learning,+and+Improvement&hl=&cd=1&source=gbs_api",Routledge,2017-07-12,https://play.google.com/store/books/details?id=BRwuDwAAQBAJ&source=gbs_api,['Business & Economics'],
GLOBE REGIONAL STUDIES CHINA SE 1993C,,['Globe'],,http://books.google.nl/books?id=2zAuQAAACAAJ&dq=GLOBE+REGIONAL+STUDIES+CHINA+SE+1993C&hl=&cd=1&source=gbs_api,Globe Fearon,1993-01-01,http://books.google.nl/books?id=2zAuQAAACAAJ&dq=GLOBE+REGIONAL+STUDIES+CHINA+SE+1993C&hl=&source=gbs_api,['History'],
New Age Reader,"The benefits of New Age Learning and Reading Skills are lifelong and guarantee academic excellence: 1. Whole Brain Learning Learn to use your left and right brain. 2. Speed Reading Saves 50 % study time. Mind Mapping The best tool in the world to prepare quality notes to save time, boost memory, and understanding . 4. Developing Long Term Memory Recall facts and figures effortlessly. 5. Mastering Exam Questions Learn how to score top marks",['Aggrawal Ajay'],http://books.google.com/books/content?id=Ol1jDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.nl/books?id=Ol1jDwAAQBAJ&pg=PR5&dq=New+Age+Reader&hl=&cd=1&source=gbs_api,S. Chand Publishing,2014,https://play.google.com/store/books/details?id=Ol1jDwAAQBAJ&source=gbs_api,['Study Aids'],
Peregrine,A natural history of the falcon precedes a 7-month journal of observations of the habits of the peregrine,['John Alec Baker'],http://books.google.com/books/content?id=KObaAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.nl/books?id=KObaAAAAMAAJ&q=Peregrine&dq=Peregrine&hl=&cd=1&source=gbs_api,Harpercollins,1967,http://books.google.nl/books?id=KObaAAAAMAAJ&dq=Peregrine&hl=&source=gbs_api,['Science'],9.0
Woodturning A Fresh Approach,"“Focuses on the quality of designs....offer[s] advice on laying out and equipping the workshop, tips on how tools and machinery can be improved and adapted, wisdom on obtaining and converting timber, and reverse chucking. Projects chapters cover lidded pots and boxes, bowls and hollow vessels. Includes more than 100 examples of the author's work.”—Woodshop News.",['Robert Chapman'],http://books.google.com/books/content?id=-VOCY89afs4C&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.nl/books?id=-VOCY89afs4C&dq=Woodturning+A+Fresh+Approach&hl=&cd=1&source=gbs_api,Guild of Master Craftsman Publications Limited,1999,http://books.google.nl/books?id=-VOCY89afs4C&dq=Woodturning+A+Fresh+Approach&hl=&source=gbs_api,['Crafts & Hobbies'],
Latin for Beginners (Language Guides),"Earn-lay atin-Lay? No, not that kind of Latin! You can learn true Latin, with conjugations, declensions, and all those extra syllables – and it’s easier than you think. In fact, most people mistakenly think of learning Latin as perhaps the most useless, tedious, and difficult thing to do on earth. They couldn’splitSize be more wrong. Latin For Dummies takes you back for a quick jaunt through the parlance of ancient Rome, as well as discussing the progress of Latin into church language, and its status today as the “dead” language that lives on in English, Spanish, Italian, and most other Western tongues. Written for those with zero prior knowledge of Latin, this snappy guide puts the basics at your fingertips and steers clear of the arcane, schoolmarm stereotype of endless declensions and Herculean translations. Easy-to-understand sections describe: Latin you already know Grammar Pronunciation Latin in action Latin in law Latin in medicine Latin for impressing your friends And much more No dusty tome or other such artifact, Latin For Dummies makes learning fun and brings the language to life by presenting conversations in various Roman settings, as well as providing fun facts and stories about classical life. And if you feel you may actually have a negative aptitude for the language, don’splitSize worry; pronunciations and translations follow every expression, and a helpful mini-dictionary graces the book’s last pages. You’ll also find out about: The quotable Roman Latin graffiti Latin authors who’s who Gladiator Latin Latin in love, marriage, and family From the mouth of Julius Caesar Romans on drink Helpful Latin-related Web sites Fun and games exercises Designed to introduce and familiarize you with the language rather than make you the next Cicero, Latin For Dummies gives you all the tools you need to work at your own pace to learn as much or as little as you like. So noli timere (no-lee tih-may-reh) – “have no fear” – and carpe diem (“pick up Latin For Dummies today”)!","['Clifford A. Hull', 'Steven R. Perkins', 'Tracy Barr']",http://books.google.com/books/content?id=Jmdmv6sjSEoC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.nl/books?id=Jmdmv6sjSEoC&printsec=frontcover&dq=Latin+for+Beginners+(Language+Guides)&hl=&cd=1&source=gbs_api,John Wiley & Sons,2011-06-01,http://books.google.nl/books?id=Jmdmv6sjSEoC&dq=Latin+for+Beginners+(Language+Guides)&hl=&source=gbs_api,['Foreign Language Study'],1.0
Cities of the Red Night,,['William S. Burroughs'],,http://books.google.nl/books?id=Tge6AAAACAAJ&dq=Cities+of+the+Red+Night&hl=&cd=1&source=gbs_api,,1981,http://books.google.nl/books?id=Tge6AAAACAAJ&dq=Cities+of+the+Red+Night&hl=&source=gbs_api,,
Sole Survivor: Children Who Kill Their Families,"The horror of certain crimes is so resonant that it shocks all who hear of them to the very core. Such crimes are revealed within these pages....In this powerful book, noted anthropologist Elliott Leyton explores what it is that drives children to become killers, what turns innocence into deadly evil. The crimes he examines are especially disturbing, as they are perpetrated by children on their own families.Amongst the studies are the horrific case of Jeremy Bamber, who executed his parents, his sister and her twin sons; Steven Benson, the heir to a tobacco fortune who left two bombs in his family's van and Marlene Olive who forced her compliant lover to brutally kill her adoptive parents.Read Sole Survivor and find out how the troubles that lie beneath the façade of middle-class life can cause such disturbing events to occur.",['Elliott Leyton'],http://books.google.com/books/content?id=jzetDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.nl/books?id=jzetDwAAQBAJ&printsec=frontcover&dq=Sole+Survivor:+Children+Who+Kill+Their+Families&hl=&cd=1&source=gbs_api,Kings Road Publishing,2009-03-03,https://play.google.com/store/books/details?id=jzetDwAAQBAJ&source=gbs_api,['Social Science'],
A Match Made in Heaven (The Salinger Sisters #2),,,,,,,,,
The Chosen (Night World),"All nine books in L.J. Smith’s beloved Night World series are now available in a special collector’s boxed set! Vampires, werewolves, witches, shapeshifters—they live among us without our knowledge. The Night World is their secret society, a society with very strict rules. And falling in love breaks them all. In Night World, Poppy has been diagnosed with terminal cancer. James, a vampire, can make Poppy immortal, but first they must risk everything to go against the laws of Night World. Three fugitive vampire sisters leave their isolated homes to live among humans in Daughters of Darkness. When their brother, Ash, is sent to bring the girls back, he falls in love with their beautiful friend. It’s a battle between black magic and white magic in Spellbinder as two witch cousins fight over their high school crush. In Dark Angel, Gillian is saved from drowning by her guardian angel who promises to fulfill her heart’s every desire. But when Angel starts making strange and sinister requests, Gillian must question who he truly is and where he came from. Armed with a wooden stake, martial arts, and the will to resist a vampire’s mind control, Rashel stuggles to avenge her mother’s death in The Chosen. Then she meets Quinn, her soulmate, who is part of the world she has vowed to destroy. Hannah receives notes warning her of incredible danger in Soulmate. But if death is her destiny, is the Lord of the Night World’s love strong enough to save her? A vampire hunter—who is half vampire herself—stalks other vampires to protect humans in Huntress. In Black Dawn, Maggie stumbles upon an old Night World kingdom where the ruling vampire prince is both an enemy and an ally. And in Witchlight, shapeshifter Keller must protect a rebellious teenager who may really be the legendary Witch Child, all while trying not to fall in love with the man destined to be the Witch Child’s soulmate.",['L.J. Smith'],http://books.google.com/books/content?id=NG5GvgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.nl/books?id=NG5GvgAACAAJ&dq=The+Chosen+(Night+World)&hl=&cd=1&source=gbs_api,Simon Pulse,2017-08-22,http://books.google.nl/books?id=NG5GvgAACAAJ&dq=The+Chosen+(Night+World)&hl=&source=gbs_api,['Young Adult Fiction'],
The Man Who Talks to Dogs: The Story of America's Wild Street Dogs and Their Unlikely Savior,"Go to any unpopulated or abandoned area in any given urban setting, and you'll find them. Thousands and thousands of wild dogs-abandoned to disease, starvation, and inevitable death-are leading short and brutal lives in the no-man's-land between domestication and wildness, byproducts of the human destitution around them. A lucky few are saved by dedicated rescuers, and Randy Grim, has emerged as one of the country's leading dog saviors. After years of rescuing dogs on his own, he founded Stray Rescue of St. Louis, an organization dedicated to rescue and rehabilitation. These are dogs that belong to no one, the ones animal-control experts can'splitSize catch and humane shelters won'splitSize deal with. They are stray or feral, either abandoned or born wild on the streets, which means they won'splitSize come near humans and statistically won'splitSize live past their second year. And their numbers are growing every day. In The Man Who Talks to Dogs, journalist Melinda Roth narrates Grim's dramatic, inspiring efforts and tells the horrific and heartwarming stories of the dogs he saves, showing how this growing national health problem-controlled by no federal or local regulations-can no longer be ignored.",['Melinda Roth'],http://books.google.com/books/content?id=WOb9KgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.nl/books?id=WOb9KgAACAAJ&dq=The+Man+Who+Talks+to+Dogs:+The+Story+of+America%27s+Wild+Street+Dogs+and+Their+Unlikely+Savior&hl=&cd=1&source=gbs_api,Thomas Dunne Books,2002-12-06,http://books.google.nl/books?id=WOb9KgAACAAJ&dq=The+Man+Who+Talks+to+Dogs:+The+Story+of+America%27s+Wild+Street+Dogs+and+Their+Unlikely+Savior&hl=&source=gbs_api,['Pets'],
Madame Curie: A biography,,['Eve Curie'],http://books.google.com/books/content?id=dOo8AAAAYAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.nl/books?id=dOo8AAAAYAAJ&q=Madame+Curie:+A+biography&dq=Madame+Curie:+A+biography&hl=&cd=1&source=gbs_api,,1939,http://books.google.nl/books?id=dOo8AAAAYAAJ&dq=Madame+Curie:+A+biography&hl=&source=gbs_api,,
"STET, Damnit!: The Misanthrope's Corner 1991 to 2002 (The Complete, Unabridged Collection)","Het gezin Harding staat op het punt uiteen te vallen. Elson, ooit een van de meest veelbelovende architecten van Houston, en zijn vrouw Cadence gaan scheiden na een huwelijk van dertig jaar. Daar komt nog eens bij dat de prestaties van hun volwassen zoon Richard tegen vallen: hij woont nog altijd thuis en werkt in het plaatselijke koffietentje. Maar de breuk in de familie zet pas echt door wanneer dochter Chloe van de universiteit wordt gestuurd om redenen die ze niet kan uitleggen aan haar ouders en haar broer. Chloe keert terug naar Houston, waar ze tevergeefs probeert te ontsnappen aan de problemen die zij zelf heeft veroorzaakt. Andrew Porter toont in Tussendagen een groot psychologisch inzicht, hij weet de spanning meedogenloos op te voeren en creëert levensechte personages. Een onweerstaanbare roman over liefde en familie, verraad en vergiffenis.",['Andrew Porter'],http://books.google.com/books/content?id=pY1zAAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,"http://books.google.nl/books?id=pY1zAAAAQBAJ&printsec=frontcover&dq=STET,+Damnit!:+The+Misanthrope%27s+Corner+1991+to+2002+(The+Complete,+Unabridged+Collection)&hl=&cd=1&source=gbs_api",De Bezige Bij Amsterdam,2013-06-06,"http://books.google.nl/books?id=pY1zAAAAQBAJ&dq=STET,+Damnit!:+The+Misanthrope%27s+Corner+1991+to+2002+(The+Complete,+Unabridged+Collection)&hl=&source=gbs_api",['Fiction'],
Honour the Dead,"The unveiling of a new memorial stirs up deep emotions in a remote North Pennines village as the people honour their war dead. However, pride is in short supply at the ceremony as anger spills over and deep-rooted tensions rise to the surface. That night, the memorial is vandalized and an elderly war veteran is murdered, apparently by thieves after his Victoria Cross. Are the incidents connected? When Detective Chief Inspector Jack Harris is called in to investigate, he and his team discover a world of secrets and a conspiracy that stretches across the globe...",['John Dean'],,http://books.google.nl/books?id=EPEwngEACAAJ&dq=Honour+the+Dead&hl=&cd=1&source=gbs_api,Ulverscroft,2013,http://books.google.nl/books?id=EPEwngEACAAJ&dq=Honour+the+Dead&hl=&source=gbs_api,['Fiction'],1.0
"The Fontana Economic History of Europe: The Industrialisation of Russia, Vol 4 Section 7","This bibliographical guide contains 10,000 references to the economic and social history of 30 European countries during the period 1700-1939. More than 3000 periodicals have been consulted to obtain references, as well as books, edited collections and conference proceedings. The information is listed in categories such as industry, agriculture, finance, migration, labour conditions, urban communities and organizations. Full publication details are included, so that references may be located easily.","['Derek Howard Aldcroft', 'Richard Rodger']",http://books.google.com/books/content?id=N8nnAAAAIAAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,"http://books.google.nl/books?id=N8nnAAAAIAAJ&pg=PA7&dq=The+Fontana+Economic+History+of+Europe:+The+Industrialisation+of+Russia,+Vol+4+Section+7&hl=&cd=1&source=gbs_api",Manchester University Press,1993,"http://books.google.nl/books?id=N8nnAAAAIAAJ&dq=The+Fontana+Economic+History+of+Europe:+The+Industrialisation+of+Russia,+Vol+4+Section+7&hl=&source=gbs_api",['Europe'],
"Religion, Power, and Politics in Colonial St. Augustine (Ripley P. Bullen Series)","""This work fills an important gap in Spanish American history by presenting, in vivid detail, the dynamic religious life of the principal settlement and capital of Florida.""--BOOK JACKET.",['Robert L. Kapitzke'],http://books.google.com/books/content?id=XeJiQgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"http://books.google.nl/books?id=XeJiQgAACAAJ&dq=Religion,+Power,+and+Politics+in+Colonial+St.+Augustine+(Ripley+P.+Bullen+Series)&hl=&cd=1&source=gbs_api",,2001,"http://books.google.nl/books?id=XeJiQgAACAAJ&dq=Religion,+Power,+and+Politics+in+Colonial+St.+Augustine+(Ripley+P.+Bullen+Series)&hl=&source=gbs_api",['History'],
A guide to the nuclear arms control treaties: David B. Thomson,,['David B. Thomson'],,http://books.google.nl/books?id=wASLuAAACAAJ&dq=A+guide+to+the+nuclear+arms+control+treaties:+David+B.+Thomson&hl=&cd=1&source=gbs_api,,1999,http://books.google.nl/books?id=wASLuAAACAAJ&dq=A+guide+to+the+nuclear+arms+control+treaties:+David+B.+Thomson&hl=&source=gbs_api,['Nuclear arms control'],
Changing the Magic in Your Life: Don'splitSize Become Your Parents,"This book shows readers how to change their life by systematically examining the rules which determine who they are, their personal magic. It shows readers how to not ""become their parents.""",['Ken Renshaw'],http://books.google.com/books/content?id=aXMLAAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.nl/books?id=aXMLAAAACAAJ&dq=Changing+the+Magic+in+Your+Life:+Don%27t+Become+Your+Parents&hl=&cd=1&source=gbs_api,,2003-03-01,http://books.google.nl/books?id=aXMLAAAACAAJ&dq=Changing+the+Magic+in+Your+Life:+Don%27t+Become+Your+Parents&hl=&source=gbs_api,['Self-Help'],
Something Special Unicorn Collection in counted thread cross stitch and needlepoint Craft Book,,,http://books.google.com/books/content?id=GG8-AQAAIAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.nl/books?id=GG8-AQAAIAAJ&q=Something+Special+Unicorn+Collection+in+counted+thread+cross+stitch+and+needlepoint+Craft+Book&dq=Something+Special+Unicorn+Collection+in+counted+thread+cross+stitch+and+needlepoint+Craft+Book&hl=&cd=1&source=gbs_api,,2000,http://books.google.nl/books?id=GG8-AQAAIAAJ&dq=Something+Special+Unicorn+Collection+in+counted+thread+cross+stitch+and+needlepoint+Craft+Book&hl=&source=gbs_api,['Fancy work'],
The Dynamics Of Defeat: The Vietnam War In Hau Nghia Province,Some of the most active debate about the Vietnam War today is prompted by those who believe that the United States could have won the war either through an improved military strategy or through more.,['Eric M Bergerud'],http://books.google.com/books/content?id=7_7EDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.nl/books?id=7_7EDwAAQBAJ&printsec=frontcover&dq=The+Dynamics+Of+Defeat:+The+Vietnam+War+In+Hau+Nghia+Province&hl=&cd=1&source=gbs_api,Routledge,2018-03-26,https://play.google.com/store/books/details?id=7_7EDwAAQBAJ&source=gbs_api,['Political Science'],
Leader Effectiveness Training,"L.E.T. has changed countless corporations and private businesses-including many Fortune 500 companies-with its down-to-earth communication and conflict resolution skills. Now, this indispensable source has been newly revised with updated research and timely case studies.",['Thomas Gordon'],http://books.google.com/books/content?id=sXr4tbe45ekC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.nl/books?id=sXr4tbe45ekC&printsec=frontcover&dq=Leader+Effectiveness+Training&hl=&cd=1&source=gbs_api,Penguin,2001-10-01,http://books.google.nl/books?id=sXr4tbe45ekC&dq=Leader+Effectiveness+Training&hl=&source=gbs_api,['Business & Economics'],
Classic Plastic Model Kits: Identification & Value Guide,"Briefly traces the history of plastic model kits, and includes photographs and prices of individual pieces",['Rick Polizzi'],http://books.google.com/books/content?id=OjmPPQAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.nl/books?id=OjmPPQAACAAJ&dq=Classic+Plastic+Model+Kits:+Identification&hl=&cd=1&source=gbs_api,,1996,http://books.google.nl/books?id=OjmPPQAACAAJ&dq=Classic+Plastic+Model+Kits:+Identification&hl=&source=gbs_api,['Antiques & Collectibles'],
Without armor,"Knights Without Armor: A Guide to The Inner Lives of Men By Aaron R. Kipnis, Ph.D. A powerful volume and helpful guide - Publishers Weekly Thoughtful and provocative - San Francisco Chronicle Kipnis' elegant portraits of men offer poignant support for his claims - Los Angeles Times A fresh vision that points the way for a new male psychology (from foreword by Robert A. Johnson) From the publisher: This completely revised and new edition offers any reader real insights into the often-private thoughts of men. It represents many years of practice, research and consulting devoted to educating parents, teachers and counselors about key aspects of male psychology that are often poorly understood in treatment and education. For women who want to better understand their relationships with men and for men who want to hear some straight talk from men who are courageously revisioning their lives, this book will be quite helpful. Dr Aaron Kipnis is a psychologist and full time professor in Santa Barbara, CA. He is the author of Angry Young Men, What Women and Men Really Want, and many other works about the inner lives of men and boys. For more information, online articles, vitae and press kit please visit: www.malepsych.com or his academic site www.online.pacfica.edu/kipnis",['Aaron Kipnis'],http://books.google.com/books/content?id=GT985k_-onYC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.nl/books?id=GT985k_-onYC&printsec=frontcover&dq=Without+armor&hl=&cd=1&source=gbs_api,,2004,http://books.google.nl/books?id=GT985k_-onYC&dq=Without+armor&hl=&source=gbs_api,['Social Science'],
Change and Continuity in Spatial Planning,"Change and Continuity in Spatial Planning addresses a question of enduring interest to planners: can planning really bring about significant and positive change? In South Africa the process of political transition appeared to create the preconditions for planners to demonstrate how their traditional humanitarian and environmental concerns could find concrete expression in the reshaping of the built environment. Integral to this story is how planning practices have been shaped by the past, in a rapidly changing context characterised by a globalising economy, new systems of governance, a changing political ideology, and a culture of intensifying poverty and diversity. More broadly, the book addresses the issue of how planners use power, in situations which themselves represent networks of power relations, where both planners and those they engage with operate through frames of reference fundamentally shaped by place and history.",['Vanessa Watson'],http://books.google.com/books/content?id=1MqAAgAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.nl/books?id=1MqAAgAAQBAJ&printsec=frontcover&dq=Change+and+Continuity+in+Spatial+Planning&hl=&cd=1&source=gbs_api,Routledge,2003-12-16,http://books.google.nl/books?id=1MqAAgAAQBAJ&dq=Change+and+Continuity+in+Spatial+Planning&hl=&source=gbs_api,['Architecture'],
A guide to African history (Zenith books),,['Basil Davidson'],,http://books.google.nl/books?id=OBRUzgEACAAJ&dq=A+guide+to+African+history+(Zenith+books)&hl=&cd=1&source=gbs_api,,1966,http://books.google.nl/books?id=OBRUzgEACAAJ&dq=A+guide+to+African+history+(Zenith+books)&hl=&source=gbs_api,,
Type 2 Diabetes Cookbook: Delicious Recipes for Healthier Living (American Medical Association),,,,,,,,,
SmartStart Your California Business (Smartstart Series),"The SmartStart Your Business series is chockfull of valuable business start-up information. Whereas most start-up books give an overview of basic legal requirements, each SmartStart guide goes a step beyond and gives its readers the state-specific laws, regulations, and fees and tells how to get in touch with the federal, state, and local agencies that govern small business. The most complete and up-to-date sourcebook of its kind. SmartStart also gives pointers on writing a successful business plan and setting up a winning marketing strategy. Readers will learn the most current financing programs available in their state and understand how to obtain both short-term and long-term financing, and, once they're up and running, how to manage their business' finances properly. What's more, readers are given the latest on:",['Oasis Press/PSI Research'],http://books.google.com/books/content?id=L0JEPwAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.nl/books?id=L0JEPwAACAAJ&dq=SmartStart+Your+California+Business+(Smartstart+Series)&hl=&cd=1&source=gbs_api,Oasis,2002,http://books.google.nl/books?id=L0JEPwAACAAJ&dq=SmartStart+Your+California+Business+(Smartstart+Series)&hl=&source=gbs_api,['Business & Economics'],
Writers Brief Handbook,,,,,,,,,
"Mommy, Why Did Jesus Have to Die?","Sometimes children ask the toughest questions! As a parent, you want to give them the best answers. These amazing children's books will help dedicated parents answer tough questions simply, biblically, and lovingly. Christ-centered and sensitively written, these books will help satisfy the curiosity of even the most inquisitive children.",['Dian Layton'],http://books.google.com/books/content?id=TpkHAAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"http://books.google.nl/books?id=TpkHAAAACAAJ&dq=Mommy,+Why+Did+Jesus+Have+to+Die%3F&hl=&cd=1&source=gbs_api",Destiny Image Pub,1995-01-01,"http://books.google.nl/books?id=TpkHAAAACAAJ&dq=Mommy,+Why+Did+Jesus+Have+to+Die%3F&hl=&source=gbs_api",['Family & Relationships'],
